Date,Platform,Daily_Active_Users,New_Registrations,Session_Duration_(minutes),In_game_Purchases_($),Social_Media_Mentions,Stream_Viewership,Revenue_($),Top _genre,Influencer_Endorsements
19-12-2010,Mobile,75856,7585,56.11503242,21476.41026,6422,67087.14112,35607.77787,FPS,1
20-12-2010,PC,84349,8434,20.95474236,23056.16942,9879,74771.30632,105478.5646,Adventure,1
21-12-2010,Mobile,68555,6855,98.03390356,81862.54852,8739,80100.5718,118475.6045,Action,1
22-12-2010,Console,17051,1705,48.41266912,17163.8965,2568,41871.4859,98854.04457,FPS,1
23-12-2010,Console,18062,1806,99.69714623,57751.06083,5710,40639.80747,32638.318,Simulation,0
24-12-2010,Console,166185,16618,64.69740043,11152.32994,4257,57306.59044,74963.42915,RPG,0
25-12-2010,Console,169629,16962,66.33300996,67209.18298,4950,66077.97573,126778.38,Simulation,0
26-12-2010,Mobile,164481,16448,86.76231836,61824.9338,6827,93196.12383,31942.00222,FPS,0
27-12-2010,PC,41519,4151,40.59161411,51996.19584,7691,66957.46375,84244.85223,Simulation,0
28-12-2010,Mobile,157984,15798,73.86488873,27635.2991,2136,43086.39985,6007.187627,Action,1
29-12-2010,Console,195638,19563,69.55904836,39476.69357,2414,25657.71109,71325.62278,Action,1
30-12-2010,Mobile,138431,13843,36.25828593,17623.4286,1574,67672.46541,126453.2701,Adventure,0
31-12-2010,Mobile,69538,6953,80.33712793,61909.14819,8564,46087.35695,133159.5165,Action,0
01-01-2011,Console,32419,3241,61.44995283,33838.84351,3282,33832.80383,143583.0748,RPG,0
02-01-2011,PC,109476,10947,78.95278125,78046.76325,6459,56522.89104,63094.09035,Simulation,0
03-01-2011,PC,108106,10810,27.2212935,22641.7545,5650,90931.76387,69752.21252,Action,0
04-01-2011,Mobile,136896,13689,40.90953085,70170.63115,8649,53706.8948,84888.97749,Adventure,0
05-01-2011,VR,41543,4154,92.86316976,11753.84916,1307,95828.64705,5010.198644,Simulation,1
06-01-2011,PC,199108,19910,68.62358817,49684.93162,5054,96138.72933,31742.87261,FPS,1
07-01-2011,Console,15685,1568,33.54423865,12486.64847,6130,56537.96829,78471.59504,FPS,1
08-01-2011,Mobile,186940,18694,35.67929962,31321.47937,6519,25942.4746,75678.03558,Action,0
09-01-2011,PC,44315,4431,26.93586207,82307.89458,2395,34983.79508,103999.8885,RPG,1
10-01-2011,Mobile,54346,5434,42.48868294,68434.72334,4098,93362.65524,118427.34,FPS,0
11-01-2011,Mobile,155218,15521,21.31694846,19855.32147,1533,28570.298,43354.2858,Simulation,1
12-01-2011,Console,41693,4169,73.32936695,40592.61998,9028,22652.39981,95333.09493,Simulation,0
13-01-2011,Console,157790,15779,83.042172,27296.91524,2882,91248.30679,47336.30059,RPG,1
14-01-2011,Mobile,55258,5525,32.76727549,64204.80352,2260,59358.2755,43148.82053,Simulation,1
15-01-2011,Console,176185,17618,92.77169101,63393.87715,6826,53360.31735,71512.27531,Simulation,0
16-01-2011,PC,137941,13794,84.69918554,99558.49806,1028,27526.03205,17132.84861,RPG,1
17-01-2011,Mobile,58633,5863,90.08691847,45942.41064,3309,32977.50977,9583.555748,Adventure,1
18-01-2011,Console,51061,5106,83.34030043,93358.09856,8873,97608.06312,110630.2251,Simulation,0
19-01-2011,Mobile,127150,12715,47.09286222,83711.95364,9050,87386.51161,139247.4898,Adventure,0
20-01-2011,Console,172100,17210,37.37745715,13762.34496,4181,60832.31302,55944.81393,RPG,0
21-01-2011,Mobile,137336,13733,73.16261235,97886.27465,7357,41762.35624,118374.4902,Action,1
22-01-2011,PC,32074,3207,77.90925498,21181.16013,7730,39885.86241,112372.521,RPG,0
23-01-2011,VR,27509,2750,56.36371809,98499.2354,2550,74825.75069,46133.78524,Action,1
24-01-2011,Console,108556,10855,74.57551339,32649.45182,1510,87540.20011,28317.54982,FPS,0
25-01-2011,PC,47924,4792,28.59019344,44549.54717,2465,24884.57448,104402.9613,Adventure,1
26-01-2011,PC,21204,2120,59.61316883,46323.98722,8499,44950.96016,147608.0369,FPS,0
27-01-2011,VR,164055,16405,92.78146323,71088.49345,2830,63188.68616,49383.73061,Adventure,1
28-01-2011,PC,66700,6670,95.97270555,72926.77345,4053,38424.15319,24945.17139,FPS,1
29-01-2011,Mobile,39765,3976,78.73641403,29579.66263,4748,77861.92003,135333.6713,Simulation,1
30-01-2011,VR,105070,10507,86.14732739,45562.47616,8790,33943.77723,131188.102,Simulation,0
31-01-2011,Mobile,37495,3749,87.57211813,87669.73817,9654,90319.54959,137759.4864,Simulation,1
01-02-2011,PC,167576,16757,21.60814594,58171.2441,4218,26363.69274,31858.83618,RPG,0
02-02-2011,Console,157117,15711,93.70496841,70193.0541,5255,22399.626,122947.47,FPS,1
03-02-2011,Mobile,66224,6622,84.13656902,50273.21844,9943,24476.7562,71615.563,Adventure,0
04-02-2011,PC,66303,6630,67.20805753,65783.96013,6427,76815.50793,57386.83425,Simulation,1
05-02-2011,PC,151079,15107,53.36711926,15938.1655,2264,45786.61222,5499.928942,FPS,0
06-02-2011,Mobile,106767,10676,88.50216251,40145.23713,2202,52937.52305,38992.92589,FPS,1
07-02-2011,Mobile,65922,6592,73.67819593,66736.08622,9079,61394.15469,76460.23549,Simulation,0
08-02-2011,Mobile,144239,14423,73.60562094,10131.27955,9702,35344.33434,97857.85498,FPS,0
09-02-2011,PC,122513,12251,30.54720095,33825.66826,1401,91174.71551,18141.32424,Simulation,1
10-02-2011,VR,84669,8466,40.68010136,10765.65204,1610,60142.89684,112682.31,Simulation,1
11-02-2011,Console,196704,19670,22.76256708,18983.19261,6409,91391.02993,14566.23754,Action,1
12-02-2011,PC,192244,19224,78.31512492,32061.73735,9173,83492.48985,13380.03706,Adventure,1
13-02-2011,Console,60706,6070,30.19892861,17786.60248,1930,81480.45073,79483.97539,FPS,1
14-02-2011,PC,38693,3869,77.6948711,80863.44808,4213,73067.49836,127756.0162,Action,0
15-02-2011,VR,179329,17932,49.50649282,36246.10769,4928,61441.69434,52479.29046,Action,0
16-02-2011,Console,61566,6156,93.82237639,89650.8532,7134,78770.64501,76428.43162,Simulation,0
17-02-2011,PC,108235,10823,36.45063052,85930.46995,7749,78456.20993,24282.65693,Action,1
18-02-2011,Mobile,74734,7473,47.74049813,59807.01051,6963,72911.62011,52564.36693,RPG,0
19-02-2011,VR,36601,3660,34.96298282,53186.07263,6597,54409.90378,37215.1227,RPG,0
20-02-2011,Console,135239,13523,21.83220439,51722.87464,6701,69734.126,129540.3006,Adventure,0
21-02-2011,PC,89471,8947,25.66736455,74993.39202,9421,76895.67037,134991.3445,Action,0
22-02-2011,Mobile,196995,19699,73.22854976,72610.00952,8443,93358.07624,69632.37239,Simulation,0
23-02-2011,PC,140706,14070,40.34244328,39371.08042,4764,29166.62109,50773.73401,Simulation,1
24-02-2011,Mobile,102616,10261,96.06673042,88785.08699,3305,98110.63493,28132.63261,RPG,1
25-02-2011,PC,18048,1804,91.79874967,45132.08846,5604,40634.6869,134403.0421,Simulation,0
26-02-2011,Mobile,96551,9655,91.16265673,57996.67785,2974,50243.64312,137565.1595,FPS,0
27-02-2011,Mobile,90581,9058,43.33186759,34002.22188,7586,33287.1724,79185.54666,Action,0
28-02-2011,PC,187991,18799,31.11108491,42888.99334,2754,39279.15919,58184.29099,FPS,1
01-03-2011,PC,124304,12430,92.56628568,50365.48656,6301,98736.04427,129579.9909,Simulation,1
02-03-2011,VR,111174,11117,50.23786545,65001.17257,2758,27044.00657,31575.43449,Simulation,1
03-03-2011,Mobile,92054,9205,23.37306066,81632.39659,3578,92004.56802,78697.34903,RPG,1
04-03-2011,Console,153481,15348,53.74422552,46687.78873,2508,28337.51754,77801.79029,FPS,0
05-03-2011,Mobile,78056,7805,39.73119519,72167.29413,1347,76827.21736,46730.526,Action,0
06-03-2011,Console,92723,9272,48.45095102,23673.62469,4072,31319.79853,146238.8874,FPS,0
07-03-2011,Mobile,177332,17733,86.65079298,31873.01144,2672,32044.60391,105242.5547,Adventure,0
08-03-2011,Console,64453,6445,21.72610352,37713.17677,1382,49278.9021,15621.95297,Adventure,1
09-03-2011,Console,149106,14910,31.28760933,14459.10736,7974,30442.26432,44818.7526,Action,1
10-03-2011,Console,163194,16319,24.21669182,82236.18544,3866,32229.6882,112903.6427,Action,1
11-03-2011,VR,172311,17231,93.75254038,34762.26972,5960,73524.22554,23461.08624,Adventure,0
12-03-2011,Console,190708,19070,83.8427477,36374.71686,6275,81581.86939,16124.84298,FPS,1
13-03-2011,Mobile,197521,19752,95.45985082,74171.39405,4431,38788.64411,24704.93757,Action,1
14-03-2011,Console,143977,14397,56.39108197,58836.24824,9724,93715.67194,28836.66915,Action,0
15-03-2011,Mobile,11532,1153,68.83999754,48394.08489,1017,55497.08681,119296.0515,RPG,1
16-03-2011,PC,140220,14022,27.52769729,43067.73525,1444,82633.44577,142115.5032,RPG,1
17-03-2011,PC,50012,5001,70.43955365,36415.24328,8584,65779.10046,95599.43668,Adventure,0
18-03-2011,VR,62623,6262,32.13583874,53742.78112,6184,72662.11708,121397.8953,Adventure,1
19-03-2011,Console,25174,2517,92.76886505,88297.71204,6195,28566.43215,74857.34674,Adventure,0
20-03-2011,PC,123221,12322,74.7383755,64755.53248,7569,41457.36155,108617.6826,Simulation,1
21-03-2011,Console,166696,16669,74.33590949,61661.68961,7918,98948.6216,13923.80047,FPS,1
22-03-2011,VR,197175,19717,94.67960022,65406.84967,6826,60591.34242,118749.0931,FPS,1
23-03-2011,PC,24483,2448,81.70646897,92385.76873,1488,75522.61299,104451.7765,Simulation,0
24-03-2011,Console,172686,17268,33.42712604,20181.34547,5058,35237.13806,137546.3733,Adventure,1
25-03-2011,Mobile,42449,4244,57.09087432,79648.83597,2395,68279.98643,76638.43496,RPG,1
26-03-2011,PC,81692,8169,62.70074136,81652.47836,1814,51115.34087,13687.12823,Action,0
27-03-2011,Mobile,26284,2628,71.69170856,44302.70532,5199,35267.16216,75339.8745,RPG,0
28-03-2011,VR,23179,2317,74.27505762,64479.61483,7989,53996.84411,29372.38428,Simulation,0
29-03-2011,VR,81870,8187,23.06258965,69353.60213,1890,81629.49102,143538.6413,Adventure,0
30-03-2011,Console,103230,10323,83.75503823,51989.90065,4027,53343.78214,114761.5681,RPG,1
31-03-2011,PC,94570,9457,38.43942858,33582.51492,7981,94309.80432,134693.2323,Action,0
01-04-2011,VR,179037,17903,55.80051462,40659.85115,1871,73003.36904,58033.49279,FPS,1
02-04-2011,Console,22182,2218,57.19000057,95691.26115,1241,35089.33555,45777.18856,RPG,1
03-04-2011,Console,104364,10436,73.16069292,81578.25338,5120,69389.86591,144830.6276,Adventure,0
04-04-2011,VR,31165,3116,27.23765848,35561.9481,9853,64455.49928,122643.3345,Adventure,1
05-04-2011,PC,90695,9069,62.2915279,90324.51917,1927,62049.01206,37927.7972,Simulation,0
06-04-2011,VR,91500,9150,78.76583432,90770.49132,2841,68977.5154,78054.68849,Adventure,0
07-04-2011,PC,188128,18812,62.36572765,18681.00837,9378,80121.45249,59718.89006,Adventure,1
08-04-2011,VR,123753,12375,48.59288436,89319.61169,7801,56658.81735,52655.369,Action,1
09-04-2011,PC,90037,9003,29.18610836,79058.23946,5127,91817.04085,84325.91513,RPG,1
10-04-2011,VR,162696,16269,25.22733832,20122.06642,4898,96619.02812,136282.8831,Action,0
11-04-2011,Mobile,113127,11312,78.11742716,94607.24456,4808,38079.04122,85305.0321,Adventure,0
12-04-2011,Mobile,76757,7675,63.02522078,45809.62603,4935,77985.99703,90285.95765,Simulation,1
13-04-2011,PC,75059,7505,38.40487892,34750.62315,5116,29274.6016,128452.2791,Simulation,1
14-04-2011,Mobile,91962,9196,91.45754659,78955.7433,4729,93722.36715,58217.21319,Adventure,0
15-04-2011,Console,28325,2832,86.90162317,88759.3293,2756,56734.90818,59835.3445,Action,1
16-04-2011,Mobile,45952,4595,99.91962075,50206.07839,6646,43906.91606,48992.96062,RPG,0
17-04-2011,VR,24823,2482,94.39326764,96702.7148,1360,48861.66455,20290.74473,FPS,0
18-04-2011,Console,199284,19928,92.38780887,80147.72436,3169,60547.69612,101960.3813,RPG,0
19-04-2011,PC,12882,1288,20.09033495,23107.27846,9876,39952.77722,11164.50671,FPS,0
20-04-2011,PC,105961,10596,35.1324764,81514.73391,4505,44397.15011,143486.981,Action,0
21-04-2011,Console,104064,10406,49.71312165,81178.73768,6053,53299.76291,131803.6863,Action,1
22-04-2011,Console,10433,1043,69.41096793,65545.89907,4869,39966.92435,137564.4402,FPS,0
23-04-2011,PC,13063,1306,33.59107654,16229.0489,6444,39765.44929,79557.99114,RPG,1
24-04-2011,Mobile,50820,5082,42.04309195,42347.10845,2119,66981.46053,50885.08317,Adventure,1
25-04-2011,Console,174264,17426,52.85403417,32616.3738,9056,75374.24553,130106.5555,FPS,0
26-04-2011,VR,102215,10221,76.50741887,73983.75564,6231,36846.6344,121990.0381,Adventure,1
27-04-2011,Console,27091,2709,55.46205486,35091.09223,4001,28220.00047,94558.01289,RPG,1
28-04-2011,Mobile,94517,9451,76.69932195,91525.76683,6220,96993.26328,148316.1261,Simulation,1
29-04-2011,PC,146079,14607,74.95131024,32422.79926,8894,22861.49676,98039.31023,Adventure,0
30-04-2011,PC,88109,8810,34.46882932,57476.03077,4029,94877.9598,120996.9922,RPG,1
01-05-2011,VR,171599,17159,77.12963269,98620.64527,5963,80289.02476,57459.37784,Simulation,1
02-05-2011,VR,167770,16777,77.91625438,61726.86096,5300,83936.201,50587.92289,FPS,0
03-05-2011,Mobile,163216,16321,42.93324907,76732.48785,2765,88629.30255,47594.12276,Simulation,0
04-05-2011,Console,22269,2226,49.65450779,53763.79525,6761,96913.52182,106877.872,Adventure,0
05-05-2011,Mobile,197352,19735,31.0803199,13120.20327,5988,48778.29953,32530.34458,RPG,0
06-05-2011,Mobile,157302,15730,25.65655734,40220.67782,9061,34870.25678,44309.57526,RPG,1
07-05-2011,VR,142053,14205,98.93273807,28716.17657,8037,69247.69182,71441.71114,Action,0
08-05-2011,VR,150113,15011,75.0585006,50804.22001,8270,30349.81459,104135.937,Simulation,0
09-05-2011,VR,80035,8003,83.98280276,39760.62293,6286,89989.68106,62308.71645,FPS,1
10-05-2011,PC,164618,16461,70.25473589,63581.95281,2934,36861.81054,137667.8996,Adventure,0
11-05-2011,VR,163568,16356,30.71058563,20149.02946,5458,24909.48907,98328.64179,FPS,0
12-05-2011,Console,56973,5697,23.14195348,51327.73577,6545,73242.38833,118504.4558,Action,1
13-05-2011,VR,37569,3756,49.50946788,17643.75769,9753,81216.40962,72255.27379,Simulation,0
14-05-2011,Mobile,67778,6777,54.3023137,87887.77836,5188,46708.77134,12569.43239,Simulation,1
15-05-2011,Mobile,83155,8315,24.28417391,76778.94699,6130,98204.56561,68376.79409,RPG,0
16-05-2011,Mobile,35322,3532,94.38053938,54277.2626,5549,40789.28639,99064.85204,Adventure,0
17-05-2011,Console,128866,12886,29.97275277,66570.34221,9656,87117.69258,80658.89377,FPS,1
18-05-2011,Console,188434,18843,88.4299141,66559.9784,2669,63558.92097,96371.21972,Simulation,0
19-05-2011,Mobile,41942,4194,63.92453601,88467.0033,7072,23180.62658,90715.18394,FPS,0
20-05-2011,Mobile,172573,17257,50.59594002,75797.57033,6444,85769.12768,93137.21737,Adventure,0
21-05-2011,VR,29269,2926,41.54803518,61229.13803,7382,85544.52232,49002.87546,FPS,0
22-05-2011,Console,70378,7037,72.30797346,41829.0616,1066,69548.41666,99222.26541,RPG,1
23-05-2011,Console,141969,14196,25.6946435,87636.84079,8494,65084.74155,81843.38652,Action,1
24-05-2011,PC,118585,11858,27.11071255,11410.96341,8074,21712.12016,23354.99187,Action,0
25-05-2011,Console,95729,9572,46.8397132,19713.32053,3909,95988.62307,101706.8226,RPG,0
26-05-2011,VR,50210,5021,63.53875215,62534.4368,5118,64251.4018,117205.4937,FPS,1
27-05-2011,VR,95553,9555,82.46567627,44624.51994,4540,96269.62441,6985.695935,RPG,0
28-05-2011,PC,157865,15786,49.80793302,37158.25237,2189,88555.37607,123428.5733,RPG,0
29-05-2011,Console,153866,15386,71.99855435,88836.11296,9089,61422.73982,133736.0262,RPG,1
30-05-2011,Console,191995,19199,22.3100651,96229.27542,1261,97116.50218,102325.6982,FPS,1
31-05-2011,VR,29483,2948,48.62227264,33817.18369,7716,70928.93771,7126.650889,Action,1
01-06-2011,Console,138994,13899,20.37753144,71571.03961,3699,26314.37588,94700.19215,Simulation,1
02-06-2011,Mobile,65433,6543,38.82035333,43645.55324,4855,48026.75424,126237.2725,FPS,1
03-06-2011,VR,198144,19814,46.8818918,34417.85133,8338,28131.25213,127404.7802,RPG,0
04-06-2011,Mobile,58749,5874,74.05017127,50996.94017,2278,30577.23919,90368.89613,Action,0
05-06-2011,Console,31103,3110,44.42930056,97116.43809,2648,99897.67637,41493.58557,Action,1
06-06-2011,Console,16677,1667,46.00670003,69315.42589,2760,51230.7772,28916.27864,RPG,1
07-06-2011,VR,155769,15576,97.76512105,54033.48117,9528,36535.96688,51472.04882,Action,0
08-06-2011,Mobile,106188,10618,25.41488141,11053.34769,7100,97302.6041,36289.22369,Adventure,1
09-06-2011,PC,61834,6183,73.13645369,79737.07513,1152,67183.2808,24967.03186,Simulation,0
10-06-2011,Console,83878,8387,74.22756652,19587.22139,1120,71306.59096,129854.753,Action,0
11-06-2011,Console,87760,8776,52.09396484,30598.45461,3080,81491.0753,112519.9793,Adventure,0
12-06-2011,Mobile,120060,12006,76.12173562,50562.7806,3076,55775.34149,22174.32969,Simulation,1
13-06-2011,Mobile,104300,10430,56.97498762,73526.6638,5435,86628.18293,128664.9541,Adventure,1
14-06-2011,PC,144518,14451,28.49065255,33797.60952,4808,34347.81245,54803.2314,Adventure,0
15-06-2011,Console,163101,16310,86.91236936,67394.03774,8791,98661.44565,54779.77498,Simulation,0
16-06-2011,VR,195938,19593,52.91647083,52813.43366,1444,69015.04911,105413.0109,Adventure,0
17-06-2011,Mobile,132279,13227,76.28456091,56259.33208,8484,56433.88524,45111.52989,RPG,1
18-06-2011,PC,167079,16707,20.54414027,25213.81722,8120,32576.33392,119209.2052,FPS,1
19-06-2011,PC,132356,13235,99.99714584,76730.0858,5555,75811.46565,20241.89847,RPG,0
20-06-2011,Mobile,18265,1826,48.74853199,40281.46827,3406,49244.6321,69471.49129,Action,0
21-06-2011,Console,156635,15663,66.39773234,15426.30572,2542,90491.63316,76982.0383,Action,1
22-06-2011,Mobile,154848,15484,32.57335203,51440.08955,4021,53014.811,81052.31597,Action,1
23-06-2011,Console,138955,13895,26.97416289,86394.74546,9494,21169.44114,123828.3335,Simulation,1
24-06-2011,PC,73279,7327,58.9286044,18913.78384,7920,86912.41207,125719.061,RPG,1
25-06-2011,Mobile,35689,3568,50.99941796,31486.28188,4122,23605.87998,11949.79598,Simulation,1
26-06-2011,Mobile,100216,10021,99.71754593,70150.30287,9904,85697.47621,26551.80659,FPS,0
27-06-2011,PC,27319,2731,23.71955688,48675.85725,8841,21879.31504,45620.40914,RPG,1
28-06-2011,Mobile,115584,11558,43.52343725,40188.13692,8126,26926.08193,134030.1251,Action,0
29-06-2011,Mobile,178935,17893,43.97383188,48325.84671,2439,29385.12228,50024.20924,Simulation,1
30-06-2011,Mobile,154524,15452,33.91367585,46175.30839,5419,74919.61923,98999.04276,Simulation,1
01-07-2011,PC,136864,13686,34.04677019,17647.42847,9798,87415.50481,17443.58328,Adventure,0
02-07-2011,PC,182132,18213,78.66885863,81080.44391,1672,22994.27718,140925.2576,Action,0
03-07-2011,VR,16043,1604,47.01323951,22445.87711,6669,23311.39805,138525.2111,Action,0
04-07-2011,Mobile,121913,12191,60.80898842,72746.67825,9310,52583.12958,31004.19283,RPG,0
05-07-2011,PC,198293,19829,65.54361217,43093.20188,7760,93593.00821,141505.7912,Simulation,1
06-07-2011,Mobile,133860,13386,73.89263321,68047.60617,9832,62506.08831,87468.5188,RPG,1
07-07-2011,Mobile,113640,11364,49.06593411,75960.55664,6075,28227.21291,24252.309,RPG,0
08-07-2011,VR,81558,8155,45.36606017,51065.94101,4311,90036.55407,142370.048,Simulation,1
09-07-2011,Mobile,69906,6990,60.40630355,63623.70626,1688,96283.30033,128377.905,Adventure,1
10-07-2011,PC,34755,3475,90.84714261,63087.89416,1079,48829.39392,137261.5614,Simulation,1
11-07-2011,Mobile,34074,3407,50.27164731,82117.91008,2242,96053.45959,117641.938,Simulation,1
12-07-2011,PC,196861,19686,25.58234614,21012.8207,5927,23855.34047,20171.09359,FPS,1
13-07-2011,Mobile,60882,6088,69.26944653,86455.3829,6496,67483.4856,71270.0675,Simulation,0
14-07-2011,VR,199446,19944,50.94853001,43185.27654,5107,82052.76763,95794.83711,Simulation,1
15-07-2011,Mobile,191330,19133,52.65430951,14672.92824,5677,66588.4317,44242.80746,Action,0
16-07-2011,PC,139326,13932,61.38488651,62672.57635,7637,43676.57654,120772.2502,Action,1
17-07-2011,Console,17643,1764,66.19754662,28350.53569,2743,94644.39606,88852.88046,Simulation,0
18-07-2011,Console,39743,3974,94.45515439,91557.22356,3212,32043.01615,83310.55157,FPS,0
19-07-2011,Mobile,18768,1876,53.61812744,45861.05227,9693,20914.71013,16247.81141,Adventure,1
20-07-2011,VR,18451,1845,74.71467236,82539.47206,4318,80918.97529,52040.84433,Adventure,1
21-07-2011,Mobile,182409,18240,73.54951021,87842.42525,6972,27928.83041,36604.95728,Simulation,0
22-07-2011,Console,142733,14273,73.39529659,21170.25292,5838,34662.66772,129720.2372,RPG,1
23-07-2011,VR,159249,15924,31.54883913,82297.64784,5687,22061.66287,120324.935,Action,1
24-07-2011,VR,24345,2434,30.13944799,92772.67713,2169,91130.05929,69348.55652,RPG,1
25-07-2011,PC,177617,17761,68.19504917,58538.88418,6149,46786.00772,143072.2393,RPG,0
26-07-2011,PC,98064,9806,23.99434859,33974.99355,2023,25349.5378,132085.3521,RPG,1
27-07-2011,Console,153879,15387,54.67135227,18250.99203,4426,66865.26552,43940.86355,Simulation,1
28-07-2011,Mobile,107073,10707,59.63081104,42807.4479,8585,25868.83309,120714.6637,RPG,1
29-07-2011,Mobile,187926,18792,84.39585771,18389.66166,9644,64573.14133,24043.71119,RPG,1
30-07-2011,Mobile,107086,10708,40.7992032,48125.96111,4532,51155.97963,118782.1089,FPS,1
31-07-2011,Console,32082,3208,22.62364482,11747.89931,6240,44221.08689,144012.0256,Action,0
01-08-2011,VR,168406,16840,95.39097231,27670.42188,7958,84985.83762,43969.14119,RPG,1
02-08-2011,Console,151880,15188,66.93818041,87731.64776,5057,30600.96332,133349.8191,FPS,1
03-08-2011,PC,151176,15117,25.74459671,15253.70148,1187,32818.72998,14013.18964,FPS,1
04-08-2011,VR,171756,17175,63.12559882,78530.16911,5648,45822.56095,144409.7988,FPS,1
05-08-2011,VR,11625,1162,45.68334508,52923.81691,6411,71652.69674,23089.67106,Simulation,1
06-08-2011,VR,53958,5395,39.88863907,91385.8613,5397,21653.71538,66108.61427,Adventure,1
07-08-2011,Mobile,66403,6640,53.59126508,45892.11545,9408,70904.4052,104800.2733,Adventure,0
08-08-2011,PC,154445,15444,28.57875273,15153.43339,8129,35149.38112,48334.35183,FPS,0
09-08-2011,VR,192259,19225,51.97097662,43487.22215,8802,65474.04024,88571.15823,Simulation,0
10-08-2011,Console,34497,3449,77.35198333,33671.47666,4394,28027.96477,90801.01873,Adventure,1
11-08-2011,VR,87136,8713,44.76004277,20491.69874,8564,38136.70736,69427.32221,RPG,0
12-08-2011,VR,56562,5656,88.78791303,61532.06549,6899,82823.9222,110157.3564,RPG,1
13-08-2011,Mobile,181133,18113,56.51945361,14866.25859,4017,89834.05372,130394.9531,Action,0
14-08-2011,Console,149112,14911,48.31064144,54242.51309,1004,45962.19824,81841.57114,RPG,0
15-08-2011,Mobile,109747,10974,50.98164416,15870.53031,9382,61231.87065,98339.30535,Action,0
16-08-2011,Console,194081,19408,63.64589301,98842.04268,4042,29103.80446,25458.01788,RPG,1
17-08-2011,PC,139058,13905,95.15593193,39141.11425,6952,84776.89347,78064.9766,FPS,1
18-08-2011,PC,83270,8327,51.95283184,39354.05641,9359,88044.09899,143670.4292,Simulation,0
19-08-2011,Console,128384,12838,68.18596467,42441.78573,4563,51776.32117,43376.53199,Action,1
20-08-2011,Mobile,19413,1941,65.39944328,56332.46827,7522,67204.83326,21930.59226,Action,0
21-08-2011,VR,183952,18395,82.05249185,96169.84126,1167,43250.77271,82149.83263,Action,0
22-08-2011,VR,122704,12270,45.03123798,80189.76005,9619,84171.93576,141840.3262,FPS,1
23-08-2011,Mobile,46583,4658,72.72670673,32517.68406,5040,37392.35404,125423.3519,Action,1
24-08-2011,VR,177063,17706,24.93900781,57791.30391,9723,65096.51426,114401.7974,FPS,1
25-08-2011,PC,148805,14880,59.70416943,37523.45435,4669,32866.60792,123113.4298,Action,0
26-08-2011,PC,45850,4585,74.74957255,42776.52127,4896,58155.15471,102570.8202,Adventure,1
27-08-2011,Console,182677,18267,44.3158105,31546.66268,6990,72708.02996,135637.0654,FPS,1
28-08-2011,Mobile,185937,18593,71.3208266,29517.92762,3627,45434.84315,107753.2556,Action,0
29-08-2011,Console,119654,11965,42.84689179,18162.54177,3810,54264.57323,146161.2206,FPS,0
30-08-2011,PC,162386,16238,64.80411298,27608.00302,7776,28120.78078,23825.41656,RPG,0
31-08-2011,Console,129591,12959,21.50228519,94483.15932,9108,76750.26323,147214.2299,Action,1
01-09-2011,PC,65155,6515,66.43749955,64483.47609,9764,29165.84663,146347.8982,Adventure,1
02-09-2011,PC,74133,7413,98.49607911,29367.71473,9452,35028.69121,124668.7532,FPS,1
03-09-2011,PC,149911,14991,67.89877001,89279.99166,5011,55924.49287,125378.9728,Action,1
04-09-2011,Mobile,45253,4525,52.94307694,45977.72484,9811,30792.33257,122466.3781,Simulation,1
05-09-2011,PC,95617,9561,77.71946604,53667.12138,3139,83240.82804,64491.38399,Action,1
06-09-2011,VR,106243,10624,29.38601595,24866.41586,5411,35815.87808,90257.98661,Action,0
07-09-2011,Mobile,137863,13786,42.30484481,85412.17892,4927,95924.84045,80498.42099,RPG,0
08-09-2011,PC,83175,8317,43.26738722,30852.90831,5040,93014.45585,109905.1872,Action,1
09-09-2011,PC,190112,19011,60.44776264,78506.37473,6077,84758.49857,42911.33077,Adventure,1
10-09-2011,VR,51965,5196,80.68939725,84336.52208,2677,42535.09059,122663.3767,Simulation,1
11-09-2011,Console,12095,1209,21.19687116,84562.2459,5623,36178.8581,51750.309,Simulation,0
12-09-2011,VR,139977,13997,60.55951226,84165.34247,8873,75849.79773,101200.5907,Adventure,1
13-09-2011,PC,39590,3959,95.23459953,79030.96532,9744,29499.69526,91664.25147,Simulation,0
14-09-2011,Console,169558,16955,76.55566207,53725.35637,3100,21046.95938,110499.3067,FPS,1
15-09-2011,Mobile,46916,4691,76.55366698,94543.77276,6523,85998.11975,129864.2686,Action,1
16-09-2011,Mobile,195787,19578,24.39602853,16217.28201,3245,62989.94489,130458.822,RPG,1
17-09-2011,PC,51496,5149,75.01323471,91136.76802,7176,23041.86496,129619.4575,FPS,0
18-09-2011,VR,158244,15824,20.80574804,84966.53817,6262,69865.85164,67559.2167,Adventure,0
19-09-2011,VR,34633,3463,31.04668397,54387.4509,8087,42667.58004,45595.93821,RPG,0
20-09-2011,PC,149879,14987,66.62856437,92829.20005,4199,30931.97323,16667.80194,Adventure,0
21-09-2011,Console,150646,15064,94.91073413,86973.64755,3161,82849.71098,6631.531015,Action,1
22-09-2011,VR,82850,8285,71.00137496,11886.7305,3710,31647.58323,32385.07387,Action,0
23-09-2011,VR,91665,9166,48.827816,72175.85917,6701,22391.47059,71972.50328,Adventure,1
24-09-2011,Mobile,179036,17903,26.83435048,98919.29406,8593,92250.94682,10548.42692,RPG,0
